rank,country,lower_single_house_elections,lower_single_house_seats,lower_single_house_women,lower_single_house_percent_w,upper_house_senate_elections,upper_house_senate_seats,upper_house_senate_women,upper_house_senate_percent_w,lower_single_house_elections_year,upper_house_senate_elections_year
74,Belarus,2000-10-01,97.0,10.0,0.10309278350515463,2000-12-01,61.0,19.0,0.3114754098360656,2000,2000
75,Kyrgyzstan,2000-02-01,60.0,6.0,0.1,2000-02-01,45.0,1.0,0.022222222222222223,2000,2000
76,Panama,1999-05-01,71.0,7.0,0.09859154929577464,,0.0,0.0,,1999,NaT
77,Italy,2001-05-01,630.0,62.0,0.09841269841269841,2001-05-01,321.0,25.0,0.0778816199376947,2001,2001
78,Sudan,2000-12-01,360.0,35.0,0.09722222222222222,,0.0,0.0,,2000,NaT
79,El Salvador,2000-03-01,84.0,8.0,0.09523809523809523,,0.0,0.0,,2000,NaT
80,Bhutan,,150.0,14.0,0.09333333333333334,,0.0,0.0,,NaT,NaT
81,Gabon,2001-12-01,119.0,11.0,0.09243697478991597,1997-01-01,91.0,12.0,0.13186813186813187,2001,1997
82,Hungary,2002-04-01,386.0,35.0,0.09067357512953368,,0.0,0.0,,2002,NaT
83,Ghana,2000-12-01,200.0,18.0,0.09,,0.0,0.0,,2000,NaT
84,Guatemala,1999-11-01,113.0,10.0,0.08849557522123894,,0.0,0.0,,1999,NaT
"""",India,1999-09-01,543.0,48.0,0.08839779005524862,2000-03-01,242.0,22.0,0.09090909090909091,1999,2000
85,Greece,2000-04-01,300.0,26.0,0.08666666666666667,,0.0,0.0,,2000,NaT
86,Cote d'Ivoire,2000-12-01,223.0,19.0,0.08520179372197309,,0.0,0.0,,2000,NaT
87,Indonesia,1999-06-01,500.0,40.0,0.08,,0.0,0.0,,1999,NaT
"""",Madagascar,1998-05-01,150.0,12.0,0.08,2001-03-01,90.0,0.0,0.0,1998,2001
88,Guinea-Bissau,1999-11-01,102.0,8.0,0.0784313725490196,,0.0,0.0,,1999,NaT
89,Ethiopia,2000-05-01,547.0,42.0,0.07678244972577697,2000-05-01,120.0,10.0,0.08333333333333333,2000,2000
90,Iraq,2000-03-01,250.0,19.0,0.076,,0.0,0.0,,2000,NaT
"""",Russian Federation,1999-12-01,449.0,34.0,0.0757238307349666,,178.0,6.0,0.033707865168539325,1999,NaT
91,Cambodia,1998-07-01,122.0,9.0,0.07377049180327869,1999-03-01,61.0,8.0,0.13114754098360656,1998,1999
92,Central African Republic,1998-11-01,109.0,8.0,0.07339449541284404,,0.0,0.0,,1998,NaT
"""",Japan,2000-06-01,480.0,35.0,0.07291666666666667,2001-07-01,247.0,38.0,0.15384615384615385,2000,2001
93,Georgia,1999-10-01,235.0,17.0,0.07234042553191489,,0.0,0.0,,1999,NaT
94,Bosnia and Herzegovina,2000-11-01,42.0,3.0,0.07142857142857142,2000-11-01,15.0,0.0,0.0,2000,2000
95,Belize,1998-08-01,29.0,2.0,0.06896551724137931,1993-06-01,8.0,3.0,0.375,1998,1993
96,Brazil,1998-10-01,513.0,35.0,0.0682261208576998,1998-10-01,80.0,5.0,0.0625,1998,1998
97,Algeria,2002-05-01,389.0,24.0,0.061696658097686374,1997-12-01,144.0,8.0,0.05555555555555555,2002,1997
98,Samoa,2001-03-01,49.0,3.0,0.061224489795918366,,0.0,0.0,,2001,NaT
99,Benin,1999-03-01,83.0,5.0,0.060240963855421686,,0.0,0.0,,1999,NaT
100,Nepal,1999-05-01,205.0,12.0,0.05853658536585366,2001-06-01,60.0,0.0,0.0,1999,2001
101,Albania,2001-06-01,140.0,8.0,0.05714285714285714,,0.0,0.0,,2001,NaT
"""",Fiji Islands,2001-08-01,70.0,4.0,0.05714285714285714,2001-08-01,32.0,0.0,0.0,2001,2001
"""",Gambia,2002-01-01,53.0,3.0,0.05660377358490566,,0.0,0.0,,2002,NaT
102,Honduras,2001-11-01,128.0,7.0,0.0546875,,0.0,0.0,,2001,NaT
103,Antigua and Barbuda,1999-03-01,19.0,1.0,0.05263157894736842,1999-03-01,17.0,2.0,0.11764705882352941,1999,1999
104,Equatorial Guinea,1999-03-01,80.0,4.0,0.05,,0.0,0.0,,1999,NaT
105,Togo,1999-03-01,81.0,4.0,0.04938271604938271,,0.0,0.0,,1999,NaT
106,Kiribati,1998-09-01,42.0,2.0,0.047619047619047616,,0.0,0.0,,1998,NaT
107,Sri Lanka,2001-12-01,225.0,10.0,0.044444444444444446,,0.0,0.0,,2001,NaT
108,Turkey,1999-04-01,550.0,23.0,0.04181818181818182,,0.0,0.0,,1999,NaT
109,Iran Islamic Rep. of,2000-02-01,290.0,12.0,0.041379310344827586,,0.0,0.0,,2000,NaT
110,Haiti,2000-05-01,83.0,3.0,0.03614457831325301,2000-05-01,27.0,7.0,0.25925925925925924,2000,2000
"""",Kenya,1997-12-01,224.0,8.0,0.03571428571428571,,0.0,0.0,,1997,NaT
111,Nigeria,1999-02-01,351.0,12.0,0.03418803418803419,1999-02-01,108.0,3.0,0.027777777777777776,1999,1999
112,Armenia,1999-05-01,131.0,4.0,0.030534351145038167,,0.0,0.0,,1999,NaT
113,Marshall Islands,1999-11-01,33.0,1.0,0.030303030303030304,,0.0,0.0,,1999,NaT
114,Paraguay,1998-05-01,80.0,2.0,0.025,1998-05-01,45.0,8.0,0.17777777777777778,1998,1998
115,Egypt,2000-11-01,454.0,11.0,0.024229074889867842,,0.0,0.0,,2000,NaT
116,Lebanon,2000-08-01,128.0,3.0,0.0234375,,0.0,0.0,,2000,NaT
117,Bangladesh,2001-10-01,300.0,6.0,0.02,,0.0,0.0,,2001,NaT
118,Vanuatu,2002-05-01,52.0,1.0,0.019230769230769232,,0.0,0.0,,2002,NaT
119,Jordan,1997-11-01,80.0,1.0,0.0125,1997-11-01,40.0,3.0,0.075,1997,1997
120,Niger,1999-11-01,83.0,1.0,0.012048192771084338,,0.0,0.0,,1999,NaT
121,Yemen,1997-04-01,299.0,2.0,0.006688963210702341,,0.0,0.0,,1997,NaT
122,Djibouti,1997-12-01,65.0,0.0,0.0,,0.0,0.0,,1997,NaT
"""",Solomon Islands,2001-12-01,50.0,0.0,0.0,,0.0,0.0,,2001,NaT
0,Bahamas,2002-05-01,40.0,0.0,0.0,2002-05-01,16.0,0.0,0.0,2002,2002
0,Cameroon,2002-06-01,180.0,0.0,0.0,,0.0,0.0,,2002,NaT
0,Chad,2002-04-01,155.0,0.0,0.0,,0.0,0.0,,2002,NaT
0,Congo,2002-05-01,137.0,0.0,0.0,2002-07-01,60.0,0.0,0.0,2002,2002
0,Germany,2002-09-01,666.0,0.0,0.0,,69.0,17.0,0.2463768115942029,2002,NaT
0,Guinea,2002-06-01,114.0,0.0,0.0,,0.0,0.0,,2002,NaT
0,Lesotho,2002-05-01,120.0,0.0,0.0,1998-05-01,33.0,9.0,0.2727272727272727,2002,1998
0,Mali,2002-07-01,147.0,0.0,0.0,,0.0,0.0,,2002,NaT
0,Mauritania,2001-10-01,81.0,0.0,0.0,2000-04-01,56.0,1.0,0.017857142857142856,2001,2000
0,Papua New Guinea,2002-06-01,109.0,0.0,0.0,,0.0,0.0,,2002,NaT
0,Sao Tome and Principe,2002-03-01,55.0,0.0,0.0,,0.0,0.0,,2002,NaT
0,Sierra Leone,2002-05-01,80.0,0.0,0.0,,0.0,0.0,,2002,NaT
0,Slovakia,2002-09-01,150.0,0.0,0.0,,0.0,0.0,,2002,NaT
0,Tonga,2002-03-01,30.0,0.0,0.0,,0.0,0.0,,2002,NaT
0,Tuvalu,2002-07-01,15.0,0.0,0.0,,0.0,0.0,,2002,NaT
0,Ukraine,2002-03-01,450.0,0.0,0.0,,0.0,0.0,,2002,NaT
1,Rwanda,2003-09-01,80.0,39.0,0.4875,2003-09-01,20.0,6.0,0.3,2003,2003
2,Sweden,2002-09-01,349.0,158.0,0.45272206303724927,,0.0,0.0,,2002,NaT
3,Denmark,2001-11-01,179.0,68.0,0.37988826815642457,,0.0,0.0,,2001,NaT
4,Finland,2003-03-01,200.0,75.0,0.375,,0.0,0.0,,2003,NaT
5,Netherlands,2003-01-01,150.0,55.0,0.36666666666666664,1999-05-01,75.0,20.0,0.26666666666666666,2003,1999
6,Norway,2001-09-01,165.0,60.0,0.36363636363636365,,0.0,0.0,,2001,NaT
7,Cuba,2003-01-01,609.0,219.0,0.35960591133004927,,0.0,0.0,,2003,NaT
8,Belgium,2003-05-01,150.0,53.0,0.35333333333333333,2003-05-01,71.0,23.0,0.323943661971831,2003,2003
9,Costa Rica,2002-02-01,57.0,20.0,0.3508771929824561,,0.0,0.0,,2002,NaT
10,Austria,2002-11-01,183.0,62.0,0.33879781420765026,,62.0,13.0,0.20967741935483872,2002,NaT
11,Germany,2002-09-01,603.0,194.0,0.32172470978441126,,69.0,17.0,0.2463768115942029,2002,NaT
12,Argentina,2001-10-01,257.0,79.0,0.30739299610894943,2001-10-01,72.0,24.0,0.3333333333333333,2001,2001
13,Iceland,2003-05-01,63.0,19.0,0.30158730158730157,,0.0,0.0,,2003,NaT
14,Mozambique,1999-12-01,250.0,75.0,0.3,,0.0,0.0,,1999,NaT
15,South Africa,1999-06-01,399.0,119.0,0.2982456140350877,1999-06-01,89.0,17.0,0.19101123595505617,1999,1999
16,Seychelles,2002-12-01,34.0,10.0,0.29411764705882354,,0.0,0.0,,2002,NaT
17,New Zealand,2002-07-01,120.0,34.0,0.2833333333333333,,0.0,0.0,,2002,NaT
"""",Spain,2000-03-01,350.0,99.0,0.28285714285714286,2000-03-01,259.0,63.0,0.24324324324324326,2000,2000
18,Viet Nam,2002-05-01,498.0,136.0,0.27309236947791166,,0.0,0.0,,2002,NaT
19,Grenada,1999-01-01,15.0,4.0,0.26666666666666666,1999-01-01,13.0,1.0,0.07692307692307693,1999,1999
20,Switzerland,2003-10-01,200.0,53.0,0.265,2003-10-01,46.0,0.0,0.0,2003,2003
21,Namibia,1999-11-01,72.0,19.0,0.2638888888888889,1998-11-01,26.0,2.0,0.07692307692307693,1999,1998
22,Bulgaria,2001-06-01,240.0,63.0,0.2625,,0.0,0.0,,2001,NaT
23,Timor-Leste,2001-08-01,88.0,23.0,0.26136363636363635,,0.0,0.0,,2001,NaT
24,Turkmenistan,1999-12-01,50.0,13.0,0.26,,0.0,0.0,,1999,NaT
25,Australia,2001-11-01,150.0,38.0,0.25333333333333335,1998-10-01,76.0,22.0,0.2894736842105263,2001,1998
26,Uganda,2001-06-01,304.0,75.0,0.24671052631578946,,0.0,0.0,,2001,NaT
29,Mexico,2003-07-01,500.0,113.0,0.226,2000-07-01,128.0,20.0,0.15625,2003,2000
30,United Rep. of Tanzania,2000-10-01,274.0,61.0,0.22262773722627738,,0.0,0.0,,2000,NaT
31,Eritrea,1994-02-01,150.0,33.0,0.22,,0.0,0.0,,1994,NaT
32,China,,2984.0,650.0,0.217828418230563,,0.0,0.0,,NaT,NaT
33,Pakistan,2002-10-01,342.0,74.0,0.21637426900584794,2003-02-01,100.0,17.0,0.17,2002,2003
34,Latvia,2002-10-01,100.0,21.0,0.21,,0.0,0.0,,2002,NaT
35,Monaco,2003-02-01,24.0,5.0,0.20833333333333334,,0.0,0.0,,2003,NaT
36,Nicaragua,2001-11-01,92.0,19.0,0.20652173913043478,,0.0,0.0,,2001,NaT
37,Canada,2000-11-01,301.0,62.0,0.2059800664451827,,105.0,34.0,0.3238095238095238,2000,NaT
38,Croatia,2000-01-01,151.0,31.0,0.2052980132450331,,0.0,0.0,,2000,NaT
39,Poland,2001-09-01,460.0,93.0,0.20217391304347826,2001-09-01,100.0,23.0,0.23,2001,2001
40,Dem. People's Rep. of Korea,1998-07-01,687.0,138.0,0.20087336244541484,,0.0,0.0,,1998,NaT
41,Bahamas,2002-05-01,40.0,8.0,0.2,2002-05-01,16.0,0.0,0.0,2002,2002
"""",Guyana,2001-03-01,65.0,13.0,0.2,,0.0,0.0,,2001,NaT
42,Trinidad and Tobago,2002-10-01,36.0,7.0,0.19444444444444445,2001-12-01,31.0,10.0,0.3225806451612903,2002,2001
43,Guinea,2002-06-01,114.0,22.0,0.19298245614035087,,0.0,0.0,,2002,NaT
"""",Slovakia,2002-09-01,150.0,29.0,0.19333333333333333,,0.0,0.0,,2002,NaT
44,Senegal,2001-04-01,120.0,23.0,0.19166666666666668,,0.0,0.0,,2001,NaT
45,Portugal,2002-03-01,230.0,44.0,0.19130434782608696,,0.0,0.0,,2002,NaT
46,Dominica,2000-01-01,32.0,6.0,0.1875,,0.0,0.0,,2000,NaT
"""",Estonia,2003-03-01,101.0,19.0,0.18811881188118812,,0.0,0.0,,2003,NaT
47,Bolivia,2002-06-01,130.0,24.0,0.18461538461538463,2002-06-01,27.0,4.0,0.14814814814814814,2002,2002
48,Burundi,1993-06-01,179.0,33.0,0.18435754189944134,2002-01-01,53.0,10.0,0.18867924528301888,1993,2002
49,Peru,2001-04-01,120.0,22.0,0.18333333333333332,,0.0,0.0,,2001,NaT
"""",The f.Y.R. of Macedonia,2002-09-01,120.0,22.0,0.18333333333333332,,0.0,0.0,,2002,NaT
50,United Kingdom,2001-06-01,659.0,118.0,0.17905918057663125,,713.0,117.0,0.1640953716690042,2001,NaT
51,Philippines,2001-05-01,214.0,38.0,0.17757009345794392,2001-05-01,24.0,3.0,0.125,2001,2001
52,Suriname,2000-05-01,51.0,9.0,0.17647058823529413,,0.0,0.0,,2000,NaT
53,Dominican Republic,2002-05-01,150.0,26.0,0.17333333333333334,2002-05-01,32.0,2.0,0.0625,2002,2002
54,Botswana,1999-10-01,47.0,8.0,0.1702127659574468,,0.0,0.0,,1999,NaT
"""",Czech Republic,2002-06-01,200.0,34.0,0.17,2002-10-01,81.0,10.0,0.12345679012345678,2002,2002
55,Bosnia and Herzegovina,2002-10-01,42.0,7.0,0.16666666666666666,2002-11-01,15.0,0.0,0.0,2002,2002
"""",Luxembourg,1999-06-01,60.0,10.0,0.16666666666666666,,0.0,0.0,,1999,NaT
56,Ecuador,2002-10-01,100.0,16.0,0.16,,0.0,0.0,,2002,NaT
"""",Singapore,2001-11-01,94.0,15.0,0.1595744680851064,,0.0,0.0,,2001,NaT
57,Angola,1992-09-01,220.0,34.0,0.15454545454545454,,0.0,0.0,,1992,NaT
58,Israel,2003-01-01,120.0,18.0,0.15,,0.0,0.0,,2003,NaT
59,Sierra Leone,2002-05-01,124.0,18.0,0.14516129032258066,,0.0,0.0,,2002,NaT
60,Andorra,2001-03-01,28.0,4.0,0.14285714285714285,,0.0,0.0,,2001,NaT
"""",United States of America,2002-11-01,435.0,62.0,0.1425287356321839,2002-11-01,100.0,13.0,0.13,2002,2002
61,Ireland,2002-05-01,166.0,22.0,0.13253012048192772,2002-07-01,60.0,10.0,0.16666666666666666,2002,2002
62,Gambia,2002-01-01,53.0,7.0,0.1320754716981132,,0.0,0.0,,2002,NaT
63,Republic of Moldova,2001-02-01,101.0,13.0,0.12871287128712872,,0.0,0.0,,2001,NaT
64,Tajikistan,2000-02-01,63.0,8.0,0.12698412698412698,2000-03-01,34.0,4.0,0.11764705882352941,2000,2000
65,Chile,2001-12-01,120.0,15.0,0.125,2001-12-01,49.0,2.0,0.04081632653061224,2001,2001
66,France,2002-06-01,574.0,70.0,0.12195121951219512,2001-09-01,321.0,35.0,0.10903426791277258,2002,2001
67,Uruguay,1999-10-01,99.0,12.0,0.12121212121212122,1999-10-01,31.0,3.0,0.0967741935483871,1999,1999
68,Colombia,2002-03-01,166.0,20.0,0.12048192771084337,2002-03-01,102.0,9.0,0.08823529411764706,2002,2002
"""",Syrian Arab Republic,2003-03-01,250.0,30.0,0.12,,0.0,0.0,,2003,NaT
69,Burkina Faso,2002-05-01,111.0,13.0,0.11711711711711711,,0.0,0.0,,2002,NaT
"""",Jamaica,2002-10-01,60.0,7.0,0.11666666666666667,2002-10-01,21.0,4.0,0.19047619047619047,2002,2002
"""",Lesotho,2002-05-01,120.0,14.0,0.11666666666666667,,33.0,12.0,0.36363636363636365,2002,NaT
70,Italy,2001-05-01,618.0,71.0,0.11488673139158576,2001-05-01,321.0,26.0,0.08099688473520249,2001,2001
71,Cape Verde,2001-01-01,72.0,8.0,0.1111111111111111,,0.0,0.0,,2001,NaT
"""",Saint Lucia,2001-12-01,18.0,2.0,0.1111111111111111,2001-12-01,11.0,4.0,0.36363636363636365,2001,2001
72,Djibouti,2003-01-01,65.0,7.0,0.1076923076923077,,0.0,0.0,,2003,NaT
"""",Morocco,2002-09-01,325.0,35.0,0.1076923076923077,2001-09-01,270.0,1.0,0.003703703703703704,2002,2001
73,Cyprus,2001-05-01,56.0,6.0,0.10714285714285714,,0.0,0.0,,2001,NaT
"""",El Salvador,2003-03-01,84.0,9.0,0.10714285714285714,,0.0,0.0,,2003,NaT
74,Lithuania,2000-10-01,141.0,15.0,0.10638297872340426,,0.0,0.0,,2000,NaT
75,Azerbaijan,2000-11-01,124.0,13.0,0.10483870967741936,,0.0,0.0,,2000,NaT
76,Kazakhstan,1999-10-01,77.0,8.0,0.1038961038961039,2002-10-01,39.0,2.0,0.05128205128205128,1999,2002
77,Belarus,2000-10-01,97.0,10.0,0.10309278350515463,2000-12-01,61.0,19.0,0.3114754098360656,2000,2000
78,Mali,2002-07-01,147.0,15.0,0.10204081632653061,,0.0,0.0,,2002,NaT
79,Kyrgyzstan,2000-02-01,60.0,6.0,0.1,2000-02-01,45.0,1.0,0.022222222222222223,2000,2000
80,Panama,1999-05-01,71.0,7.0,0.09859154929577464,,0.0,0.0,,1999,NaT
81,Hungary,2002-04-01,386.0,38.0,0.09844559585492228,,0.0,0.0,,2002,NaT
82,Sudan,2000-12-01,360.0,35.0,0.09722222222222222,,0.0,0.0,,2000,NaT
83,Bhutan,,150.0,14.0,0.09333333333333334,,0.0,0.0,,NaT,NaT
84,Gabon,2001-12-01,119.0,11.0,0.09243697478991597,2003-02-01,91.0,12.0,0.13186813186813187,2001,2003
85,Sao Tome and Principe,2002-03-01,55.0,5.0,0.09090909090909091,,0.0,0.0,,2002,NaT
86,Ghana,2000-12-01,200.0,18.0,0.09,,0.0,0.0,,2000,NaT
87,Cameroon,2002-06-01,180.0,16.0,0.08888888888888889,,0.0,0.0,,2002,NaT
88,Guatemala,1999-11-01,113.0,10.0,0.08849557522123894,,0.0,0.0,,1999,NaT
"""",India,1999-09-01,543.0,48.0,0.08839779005524862,2002-11-01,242.0,25.0,0.10330578512396695,1999,2002
"""",Paraguay,2003-04-01,80.0,7.0,0.0875,2003-04-01,45.0,4.0,0.08888888888888889,2003,2003
89,Greece,2000-04-01,300.0,26.0,0.08666666666666667,,0.0,0.0,,2000,NaT
90,Brazil,2002-10-01,513.0,44.0,0.08576998050682261,2002-10-01,81.0,10.0,0.12345679012345678,2002,2002
91,Congo,2002-05-01,129.0,11.0,0.08527131782945736,2002-07-01,60.0,9.0,0.15,2002,2002
"""",Cote d'Ivoire,2000-12-01,223.0,19.0,0.08520179372197309,,0.0,0.0,,2000,NaT
92,Indonesia,1999-06-01,500.0,40.0,0.08,,0.0,0.0,,1999,NaT
93,Serbia and Montenegro,2003-09-01,126.0,10.0,0.07936507936507936,,0.0,0.0,,2003,NaT
94,Liberia,1997-07-01,64.0,5.0,0.078125,1997-07-01,26.0,5.0,0.19230769230769232,1997,1997
95,Ethiopia,2000-05-01,547.0,42.0,0.07678244972577697,2000-05-01,120.0,10.0,0.08333333333333333,2000,2000
"""",Malta,2003-04-01,65.0,5.0,0.07692307692307693,,0.0,0.0,,2003,NaT
96,Russian Federation,1999-12-01,449.0,34.0,0.0757238307349666,,178.0,6.0,0.033707865168539325,1999,NaT
97,Togo,2002-10-01,81.0,6.0,0.07407407407407407,,0.0,0.0,,2002,NaT
98,Japan,2000-06-01,480.0,35.0,0.07291666666666667,2001-07-01,247.0,38.0,0.15384615384615385,2000,2001
99,Georgia,1999-10-01,235.0,17.0,0.07234042553191489,,0.0,0.0,,1999,NaT
100,Kenya,2002-12-01,224.0,16.0,0.07142857142857142,,0.0,0.0,,2002,NaT
101,Algeria,2002-05-01,389.0,24.0,0.061696658097686374,1997-12-01,144.0,8.0,0.05555555555555555,2002,1997
102,Samoa,2001-03-01,49.0,3.0,0.061224489795918366,,0.0,0.0,,2001,NaT
103,Benin,2003-03-01,83.0,5.0,0.060240963855421686,,0.0,0.0,,2003,NaT
104,Nepal,1999-05-01,205.0,12.0,0.05853658536585366,2001-06-01,60.0,0.0,0.0,1999,2001
105,Chad,2002-04-01,155.0,9.0,0.05806451612903226,,0.0,0.0,,2002,NaT
106,Albania,2001-06-01,140.0,8.0,0.05714285714285714,,0.0,0.0,,2001,NaT
"""",Fiji,2001-08-01,70.0,4.0,0.05714285714285714,2001-08-01,32.0,0.0,0.0,2001,2001
107,Honduras,2001-11-01,128.0,7.0,0.0546875,,0.0,0.0,,2001,NaT
"""",Jordan,2003-06-01,110.0,6.0,0.05454545454545454,2001-11-01,40.0,0.0,0.0,2003,2001
108,Antigua and Barbuda,1999-03-01,19.0,1.0,0.05263157894736842,1999-03-01,17.0,2.0,0.11764705882352941,1999,1999
"""",Ukraine,2002-03-01,450.0,24.0,0.05333333333333334,,0.0,0.0,,2002,NaT
109,Equatorial Guinea,1999-03-01,80.0,4.0,0.05,,0.0,0.0,,1999,NaT
110,Nigeria,2003-04-01,360.0,17.0,0.04722222222222222,2003-04-01,107.0,3.0,0.028037383177570093,2003,2003
111,Armenia,2003-05-01,131.0,6.0,0.04580152671755725,,0.0,0.0,,2003,NaT
112,Sri Lanka,2001-12-01,225.0,10.0,0.044444444444444446,,0.0,0.0,,2001,NaT
"""",Turkey,2002-11-01,550.0,24.0,0.04363636363636364,,0.0,0.0,,2002,NaT
113,Iran Islamic Rep. of,2000-02-01,290.0,12.0,0.041379310344827586,,0.0,0.0,,2000,NaT
114,Madagascar,2002-12-01,160.0,6.0,0.0375,2001-03-01,90.0,10.0,0.1111111111111111,2002,2001
115,Mauritania,2001-10-01,81.0,3.0,0.037037037037037035,2002-04-01,56.0,3.0,0.05357142857142857,2001,2002
116,Haiti,2000-05-01,83.0,3.0,0.03614457831325301,2000-05-01,27.0,7.0,0.25925925925925924,2000,2000
117,Belize,2003-03-01,29.0,1.0,0.034482758620689655,2002-01-01,8.0,0.0,0.0,2003,2002
118,Swaziland,1998-10-01,65.0,2.0,0.03076923076923077,1998-10-01,30.0,4.0,0.13333333333333333,1998,1998
119,Marshall Islands,1999-11-01,33.0,1.0,0.030303030303030304,,0.0,0.0,,1999,NaT
120,Egypt,2000-11-01,454.0,11.0,0.024229074889867842,2001-05-01,264.0,15.0,0.056818181818181816,2000,2001
121,Lebanon,2000-08-01,128.0,3.0,0.0234375,,0.0,0.0,,2000,NaT
122,Bangladesh,2001-10-01,300.0,6.0,0.02,,0.0,0.0,,2001,NaT
123,Vanuatu,2002-05-01,52.0,1.0,0.019230769230769232,,0.0,0.0,,2002,NaT
124,Niger,1999-11-01,83.0,1.0,0.012048192771084338,,0.0,0.0,,1999,NaT
125,Papua New Guinea,2002-06-01,109.0,1.0,0.009174311926605505,,0.0,0.0,,2002,NaT
126,Yemen,2003-04-01,301.0,1.0,0.0033222591362126247,,0.0,0.0,,2003,NaT
127,Bahrain,2002-10-01,40.0,0.0,0.0,2002-11-01,40.0,6.0,0.15,2002,2002
"""",Kuwait,2003-07-01,65.0,0.0,0.0,,0.0,0.0,,2003,NaT
"""",Saudi Arabia,2001-05-01,120.0,0.0,0.0,,0.0,0.0,,2001,NaT
"""",Tuvalu,2002-07-01,15.0,0.0,0.0,,0.0,0.0,,2002,NaT
0,Barbados,2003-05-01,30.0,0.0,0.0,2003-05-01,21.0,0.0,0.0,2003,2003
0,Cambodia,2003-07-01,122.0,0.0,0.0,1999-03-01,61.0,8.0,0.13114754098360656,2003,1999
0,Dem. Republic of the Congo,2000-08-01,300.0,0.0,0.0,,0.0,0.0,,2000,NaT
0,Kiribati,2003-05-01,42.0,0.0,0.0,,0.0,0.0,,2003,NaT
0,Nauru,2003-05-01,18.0,0.0,0.0,,0.0,0.0,,2003,NaT
5,Netherlands,2003-01-01,150.0,55.0,0.36666666666666664,2003-06-01,75.0,22.0,0.29333333333333333,2003,2003
"""",Spain,2004-03-01,350.0,126.0,0.36,2004-03-01,259.0,60.0,0.23166023166023167,2004,2004
8,Belgium,2003-05-01,150.0,53.0,0.35333333333333333,2004-08-01,71.0,26.0,0.36619718309859156,2003,2004
10,Argentina,2001-10-01,256.0,87.0,0.33984375,2001-10-01,72.0,24.0,0.3333333333333333,2001,2001
11,Austria,2002-11-01,183.0,62.0,0.33879781420765026,,62.0,13.0,0.20967741935483872,2002,NaT
12,South Africa ,2004-04-01,400.0,131.0,0.3275,1999-06-01,90.0,17.0,0.18888888888888888,2004,1999
13,Germany,2002-09-01,603.0,194.0,0.32172470978441126,,69.0,17.0,0.2463768115942029,2002,NaT
14,Iceland,2003-05-01,63.0,19.0,0.30158730158730157,,0.0,0.0,,2003,NaT
15,Mozambique,1999-12-01,250.0,75.0,0.3,,0.0,0.0,,1999,NaT
17,Belarus,2004-10-01,107.0,31.0,0.2897196261682243,2000-12-01,61.0,19.0,0.3114754098360656,2004,2000
18,New Zealand,2002-07-01,120.0,34.0,0.2833333333333333,,0.0,0.0,,2002,NaT
19,Viet Nam,2002-05-01,498.0,136.0,0.27309236947791166,,0.0,0.0,,2002,NaT
20,Grenada,2003-11-01,15.0,4.0,0.26666666666666666,2003-11-01,13.0,4.0,0.3076923076923077,2003,2003
23,Timor-Leste ,2001-08-01,88.0,23.0,0.26136363636363635,,0.0,0.0,,2001,NaT
25,Switzerland,2003-10-01,200.0,50.0,0.25,2003-10-01,46.0,11.0,0.2391304347826087,2003,2003
26,Australia ,2004-10-01,150.0,37.0,0.24666666666666667,2001-10-01,76.0,22.0,0.2894736842105263,2004,2001
"""",Uganda,2001-06-01,304.0,75.0,0.24671052631578946,,0.0,0.0,,2001,NaT
28,Tunisia,2004-10-01,189.0,43.0,0.2275132275132275,,0.0,0.0,,2004,NaT
29,Saint Vincent & the Grenadines,2001-03-01,22.0,5.0,0.22727272727272727,,0.0,0.0,,2001,NaT
30,Mexico,2003-07-01,500.0,113.0,0.226,2000-07-01,128.0,20.0,0.15625,2003,2000
32,Pakistan,2002-10-01,342.0,74.0,0.21637426900584794,2003-03-01,100.0,18.0,0.18,2002,2003
33,United Rep. of Tanzania,2000-10-01,295.0,63.0,0.2135593220338983,,0.0,0.0,,2000,NaT
34,Canada,2004-06-01,308.0,65.0,0.21103896103896103,,105.0,34.0,0.3238095238095238,2004,NaT
35,Latvia,2002-10-01,100.0,21.0,0.21,,0.0,0.0,,2002,NaT
36,Monaco,2003-02-01,24.0,5.0,0.20833333333333334,,0.0,0.0,,2003,NaT
37,Nicaragua,2001-11-01,92.0,19.0,0.20652173913043478,,0.0,0.0,,2001,NaT
38,Lithuania,2004-10-01,141.0,29.0,0.20567375886524822,,0.0,0.0,,2004,NaT
39,China,2003-03-01,2985.0,604.0,0.20234505862646565,,0.0,0.0,,2003,NaT
"""",Poland,2001-09-01,460.0,93.0,0.20217391304347826,2001-09-01,100.0,23.0,0.23,2001,2001
40,Dem. People's Rep. of Korea,2003-08-01,687.0,138.0,0.20087336244541484,,0.0,0.0,,2003,NaT
41,Bahamas,2002-05-01,40.0,8.0,0.2,2002-05-01,16.0,7.0,0.4375,2002,2002
"""",Luxembourg,2004-06-01,60.0,12.0,0.2,,0.0,0.0,,2004,NaT
50,Equatorial Guinea,2004-04-01,100.0,18.0,0.18,,0.0,0.0,,2004,NaT
51,United Kingdom,2001-06-01,659.0,118.0,0.17905918057663125,,677.0,113.0,0.16691285081240767,2001,NaT
52,Croatia,2003-11-01,152.0,27.0,0.17763157894736842,,0.0,0.0,,2003,NaT
53,Suriname,2000-05-01,51.0,9.0,0.17647058823529413,,0.0,0.0,,2000,NaT
